,Province/State,Country,Last Update,Confirmed,Deaths,Recovered,nDate
571,Anhui,Mainland China,3/2/2020 0:53,408,0,7,36
591,Jilin,Mainland China,3/2/2020 0:53,31,0,1,36
569,Henan,Mainland China,3/2/2020 1:03,566,2,14,36
574,Jiangsu,Mainland China,3/2/2020 1:03,271,0,7,36
575,Sichuan,Mainland China,3/2/2020 1:03,254,1,12,36
590,Guizhou,Mainland China,3/2/2020 1:03,46,0,2,36
576,Shandong,Mainland China,3/2/2020 1:13,246,0,6,36
594,Xinjiang,Mainland China,3/2/2020 1:13,24,0,0,36
567,Zhejiang,Mainland China,3/2/2020 1:33,724,0,36,36
568,Guangdong,Mainland China,3/2/2020 1:33,683,0,15,36
570,Hunan,Mainland China,3/2/2020 1:33,521,0,16,36
572,Jiangxi,Mainland China,3/2/2020 1:33,391,0,18,36
